# falsora manifest v1.0.0
relpath,source,domain,label,role,identities,frames,group,split
FaceForensics++_C23/DeepFakeDetection/05_16__exit_phone_room__B62WCGUN.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:05 dfd:16,7,dfd:05,test
FaceForensics++_C23/DeepFakeDetection/05_16__kitchen_still__053HPS1G.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:05 dfd:16,7,dfd:05,test
FaceForensics++_C23/DeepFakeDetection/05_16__kitchen_still__B62WCGUN.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:05 dfd:16,7,dfd:05,test
FaceForensics++_C23/DeepFakeDetection/05_16__walk_down_hall_angry__OSXCUOHX.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:05 dfd:16,7,dfd:05,test
FaceForensics++_C23/DeepFakeDetection/05_16__walk_down_hall_angry__U9WZI5LK.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:05 dfd:16,7,dfd:05,test
FaceForensics++_C23/DeepFakeDetection/05_16__walking_down_street_outside_angry__OSXCUOHX.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:05 dfd:16,7,dfd:05,test
FaceForensics++_C23/DeepFakeDetection/05_17__hugging_happy__YTJYYDO9.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:05 dfd:17,7,dfd:05,test
FaceForensics++_C23/DeepFakeDetection/05_17__walking_down_street_outside_angry__M3H96PDQ.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:05 dfd:17,7,dfd:05,test
FaceForensics++_C23/DeepFakeDetection/05_17__walking_outside_cafe_disgusted__C4VHXZFY.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:05 dfd:17,7,dfd:05,test
FaceForensics++_C23/DeepFakeDetection/05_28__exit_phone_room__U9LRLJ6N.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:05 dfd:28,7,dfd:05,test
FaceForensics++_C23/DeepFakeDetection/05_28__hugging_happy__VR9127O1.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:05 dfd:28,7,dfd:05,test
FaceForensics++_C23/DeepFakeDetection/05_28__kitchen_still__W3J028UG.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:05 dfd:28,7,dfd:05,test
FaceForensics++_C23/DeepFakeDetection/05_28__walking_outside_cafe_disgusted__2DK5X0Y0.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:05 dfd:28,7,dfd:05,test
FaceForensics++_C23/DeepFakeDetection/06_02__podium_speech_happy__N8OSN8P6.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:02,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_02__walk_down_hall_angry__37DH75GQ.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:02,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_02__walking_down_indoor_hall_disgust__GH8TGTBS.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:02,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_03__talking_against_wall__4I8LRXWF.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:03,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_04__outside_talking_still_laughing__ZK95PQDE.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:04,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_04__walking_outside_cafe_disgusted__ZK95PQDE.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:04,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_07__exit_phone_room__NMGYPBXE.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:07,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_07__kitchen_pan__NMGYPBXE.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:07,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_07__outside_talking_pan_laughing__NMGYPBXE.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:07,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_07__talking_against_wall__NMGYPBXE.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:07,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_07__walking_down_street_outside_angry__NMGYPBXE.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:07,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_07__walking_outside_cafe_disgusted__NMGYPBXE.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:07,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_11__kitchen_still__C8C4FW99.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:11,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_11__walking_and_outside_surprised__C8C4FW99.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:11,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_11__walking_outside_cafe_disgusted__MX659QU8.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:11,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_12__outside_talking_pan_laughing__3K21NFNM.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:12,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_12__outside_talking_still_laughing__3K21NFNM.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:12,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_12__podium_speech_happy__0VR4Y891.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:12,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_12__podium_speech_happy__3K21NFNM.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:12,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_12__walking_and_outside_surprised__3K21NFNM.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:12,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_14__outside_talking_pan_laughing__8U9ULZDT.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:14,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_14__walking_and_outside_surprised__8U9ULZDT.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:14,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_14__walking_down_indoor_hall_disgust__8U9ULZDT.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:14,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_15__exit_phone_room__QRCD27P8.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:15,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_15__kitchen_pan__E98QYYXO.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:15,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_15__kitchen_still__QRCD27P8.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:15,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_15__outside_talking_still_laughing__E98QYYXO.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:15,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_15__outside_talking_still_laughing__QRCD27P8.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:15,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_15__walking_and_outside_surprised__QRCD27P8.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:15,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_15__walking_down_indoor_hall_disgust__QRCD27P8.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:15,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_18__kitchen_still__XJ76YU5A.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:18,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_18__outside_talking_pan_laughing__DEA1TCLN.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:18,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_18__outside_talking_still_laughing__M36D0OJT.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:18,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_18__podium_speech_happy__5HNHMK6G.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:18,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_18__podium_speech_happy__DEA1TCLN.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:18,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_18__talking_angry_couch__DEA1TCLN.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:18,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_18__walk_down_hall_angry__LH0KWJKM.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:18,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_18__walking_down_indoor_hall_disgust__DEA1TCLN.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:18,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_18__walking_down_street_outside_angry__MVXBDKGB.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:18,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_20__kitchen_pan__6SUW7063.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:20,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_25__outside_talking_pan_laughing__MI9BDQ7M.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:25,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_25__talking_angry_couch__MI9BDQ7M.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:25,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_25__walking_and_outside_surprised__MI9BDQ7M.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:25,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_26__kitchen_pan__L5BVR5L9.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:26,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_26__kitchen_still__L5BVR5L9.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:26,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_26__talking_against_wall__L5BVR5L9.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:26,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_26__talking_angry_couch__L5BVR5L9.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:26,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_27__outside_talking_still_laughing__SZWVBWY4.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:27,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_27__talking_angry_couch__JOG5PB18.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:27,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_27__walking_and_outside_surprised__O7L5Z9U8.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:27,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_27__walking_and_outside_surprised__SZWVBWY4.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:27,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/06_27__walking_outside_cafe_disgusted__VN14WY2N.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:06 dfd:27,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_02__exit_phone_room__1KPVZAAP.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:02,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_02__hugging_happy__O4SXNLRL.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:02,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_02__kitchen_pan__O4SXNLRL.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:02,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_02__talking_against_wall__34PVT42V.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:02,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_02__talking_angry_couch__1H07DFQJ.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:02,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_02__walk_down_hall_angry__O4SXNLRL.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:02,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_02__walking_down_street_outside_angry__O4SXNLRL.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:02,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_03__hugging_happy__7NGMD8FT.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:03,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_03__hugging_happy__WPT3Z2KN.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:03,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_03__kitchen_pan__WPT3Z2KN.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:03,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_03__outside_talking_pan_laughing__6PHZRQ4H.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:03,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_03__outside_talking_pan_laughing__IFSURI9X.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:03,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_03__outside_talking_still_laughing__IFSURI9X.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:03,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_03__podium_speech_happy__6PHZRQ4H.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:03,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_03__secret_conversation__IFSURI9X.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:03,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_03__talking_against_wall__IFSURI9X.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:03,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_03__talking_angry_couch__WPT3Z2KN.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:03,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_03__walk_down_hall_angry__W3MXGEU9.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:03,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_03__walking_outside_cafe_disgusted__F0YYEA5W.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:03,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_04__exit_phone_room__QKCCFKBT.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:04,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_04__kitchen_pan__XRK7FGZX.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:04,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_04__kitchen_still__M2NBCLFR.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:04,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_04__outside_talking_still_laughing__XRK7FGZX.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:04,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_06__kitchen_pan__NMGYPBXE.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:06,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_06__outside_talking_still_laughing__NMGYPBXE.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:06,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_06__walking_down_street_outside_angry__NMGYPBXE.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:06,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_09__outside_talking_still_laughing__N9CWME71.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:09,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_09__secret_conversation__N9CWME71.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:09,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_09__walk_down_hall_angry__N9CWME71.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:09,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_12__outside_talking_pan_laughing__0VN0A2T3.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:12,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_12__outside_talking_still_laughing__0VN0A2T3.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:12,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_12__talking_against_wall__0VN0A2T3.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:12,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_13__walking_outside_cafe_disgusted__RVQCPCJF.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:13,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_14__exit_phone_room__P9QFO50U.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:14,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_14__outside_talking_pan_laughing__P9QFO50U.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:14,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_14__podium_speech_happy__VOX29AK0.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:14,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_14__talking_against_wall__P9QFO50U.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:14,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_14__walking_down_street_outside_angry__VOX29AK0.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:14,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_15__hugging_happy__9Z2MLKVX.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:15,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_15__outside_talking_still_laughing__KM6M2TBT.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:15,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_15__walking_down_street_outside_angry__NYPO7U50.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:15,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_20__outside_talking_pan_laughing__KV6Q7D6C.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:20,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_20__talking_against_wall__KV6Q7D6C.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:20,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_21__exit_phone_room__K7KXUHMU.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:21,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_21__outside_talking_still_laughing__K7KXUHMU.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:21,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_21__secret_conversation__CRGVSDBI.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:21,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_21__talking_against_wall__MKU99DVX.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:21,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_21__walking_down_street_outside_angry__K7KXUHMU.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:21,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_25__exit_phone_room__IKMKYKPG.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:25,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_25__walk_down_hall_angry__PAE9HCA8.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:25,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_25__walking_down_street_outside_angry__IKMKYKPG.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:25,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_26__walk_down_hall_angry__FGNGC2GT.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:26,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_26__walking_down_street_outside_angry__FGNGC2GT.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:26,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/07_27__walking_down_street_outside_angry__3RH5PR6S.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:07 dfd:27,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/08_05__kitchen_still__LVIZ2X8P.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:08 dfd:05,7,dfd:05,test
FaceForensics++_C23/DeepFakeDetection/08_05__walk_down_hall_angry__FBICSP2C.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:08 dfd:05,7,dfd:05,test
FaceForensics++_C23/DeepFakeDetection/08_05__walk_down_hall_angry__PRBCE28Z.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:08 dfd:05,7,dfd:05,test
FaceForensics++_C23/DeepFakeDetection/08_16__podium_speech_happy__8Q7JCS95.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:08 dfd:16,7,dfd:05,test
FaceForensics++_C23/DeepFakeDetection/08_16__talking_against_wall__8Q7JCS95.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:08 dfd:16,7,dfd:05,test
FaceForensics++_C23/DeepFakeDetection/08_17__kitchen_pan__JZYRLJ8T.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:08 dfd:17,7,dfd:05,test
FaceForensics++_C23/DeepFakeDetection/08_17__kitchen_still__ZCEYWYTC.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:08 dfd:17,7,dfd:05,test
FaceForensics++_C23/DeepFakeDetection/08_17__walk_down_hall_angry__QOX5NWIJ.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:08 dfd:17,7,dfd:05,test
FaceForensics++_C23/DeepFakeDetection/08_28__kitchen_pan__LVT0XNQG.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:08 dfd:28,7,dfd:05,test
FaceForensics++_C23/DeepFakeDetection/08_28__outside_talking_pan_laughing__8BC35RFU.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:08 dfd:28,7,dfd:05,test
FaceForensics++_C23/DeepFakeDetection/08_28__outside_talking_still_laughing__8BC35RFU.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:08 dfd:28,7,dfd:05,test
FaceForensics++_C23/DeepFakeDetection/09_01__talking_against_wall__O8HNNX43.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:09 dfd:01,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/09_01__walk_down_hall_angry__6TSGVLHA.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:09 dfd:01,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/09_02__exit_phone_room__6KUOFMZW.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:09 dfd:02,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/09_02__walk_down_hall_angry__6KUOFMZW.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:09 dfd:02,7,dfd:01,train
FaceForensics++_C23/DeepFakeDetection/09_02__walking_down_street_outside_angry__6KUOFMZW.mp4,FaceForensics++_C23/DeepFakeDetection,dfd,fake,train_pool,dfd:09 dfd:02,7,dfd:01,train
